tag,JD,launch_date,launch_year,type,variant,mission,site,agency_raw,agency,provider_group,state_code,category,agency_type,color_category,launch_code
1962-F06,2437816.90,1962 Jun  1 0938,1962,Vostok 8A92,-,Zenit-2 No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1962 CHI,2437817.52,1962 Jun  2 0031:28,1962,Thor Agena B,-,CORONA M-5,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 PSI,2437833.26,1962 Jun 17 1814:18,1962,Atlas Agena B,-,AFP-201 PVP 852,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 OME,2437834.35,1962 Jun 18 2020,1962,Thor Agena B,-,Ferret 2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A ALP,2437835.01,1962 Jun 19 1219:01,1962,Thor Delta,-,Tiros E,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 A BET,2437838.52,1962 Jun 23 0030:47,1962,Thor Agena B,-,CORONA M-6,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A GAM,2437843.55,1962 Jun 28 0109,1962,Thor Agena D,-,CORONA M-7,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A DEL,2437846.17,1962 Jun 30 1600,1962,Kosmos 63S1,-,DS-P1 No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 A EPS,2437855.86,1962 Jul 10 0835:05,1962,Thor Delta,-,Telstar 1,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 A ZET,2437864.37,1962 Jul 18 2051:20,1962,Atlas Agena B,-,AFP-201 PVP 853,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A ETA,2437866.54,1962 Jul 21 0056:40,1962,Thor Agena B,-,CORONA M-8,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962-F07,2437867.89,1962 Jul 22 0921:23,1962,Atlas Agena B,-,Mariner R-1,CC,MSFC/AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962 A THE,2437873.52,1962 Jul 28 0030:09,1962,Thor Agena B,-,CORONA M-9,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A IOT,2437873.89,1962 Jul 28 0918:31,1962,Vostok 8A92,-,Zenit-2 No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 A KAP,2437878.51,1962 Aug  2 0017,1962,Thor Agena D,-,CORONA M-10,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A LAM,2437882.25,1962 Aug  5 1758:59,1962,Atlas Agena B,-,AFP-201 PVP 854,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A MU,2437887.85,1962 Aug 11 0830,1962,Vostok 8K72,K,Vostok-3A No. 5,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 A NU,2437888.83,1962 Aug 12 0802:17,1962,Vostok 8K72,K,Vostok-3A No. 6,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 A XI,2437895.12,1962 Aug 18 1500,1962,Kosmos 63S1,-,DS-K-8 No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 A OMI,2437899.98,1962 Aug 23 1133?,1962,Scout X-2M,-,P35-2,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A PI,2437901.60,1962 Aug 25 0218:45,1962,Molniya 8K78,-,2MV-1 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1962 A RHO,2437903.79,1962 Aug 27 0653:14,1962,Atlas Agena B,-,Mariner R-2,CC,MSFC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1962 A SIG,2437905.54,1962 Aug 29 0100:36,1962,Thor Agena D,-,CORONA M-11,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A TAU,2437908.59,1962 Sep  1 0212:30,1962,Molniya 8K78,-,2MV-1 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1962 A UPS,2437909.36,1962 Sep  1 2039:09,1962,Thor Agena B,-,ARGON 10,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A PHI,2437919.54,1962 Sep 12 0059:13,1962,Molniya 8K78,-,2MV-2 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1962 A CHI,2437925.49,1962 Sep 17 2346:18,1962,Thor Agena B,-,CORONA M-12,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 A PSI,2437925.87,1962 Sep 18 0853:08,1962,Thor Delta,-,Tiros F2,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 A OME,2437934.90,1962 Sep 27 0939:51,1962,Vostok 8A92,-,Zenit-2 No. 7,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 B ALP,2437936.75,1962 Sep 29 0605,1962,Thor Agena B,-,Alouette 1,V,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B BET,2437937.48,1962 Sep 29 2334:50,1962,Thor Agena D,-,CORONA M-13,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B GAM,2437940.42,1962 Oct  2 2211:30,1962,Thor Delta A,-,EPE B,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 B DEL,2437941.01,1962 Oct  3 1215:11,1962,Atlas D,-,Mercury SC16,CC,AFSSD/STGL,NASA / US Military,United States,US,O,state,state_us,OS
1962 B EPS,2437947.27,1962 Oct  9 1835:39,1962,Thor Agena B,-,ARGON 9,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B ZET,2437954.88,1962 Oct 17 0900:00,1962,Vostok 8A92,-,Zenit-2 No. 5,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 B ETA,2437956.21,1962 Oct 18 1659,1962,Atlas Agena B,-,Ranger 5,CC,MSFC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1962 B THE,2437957.67,1962 Oct 20 0400,1962,Kosmos 63S1,-,DS-A1 No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1962 B IOT,2437962.25,1962 Oct 24 1755:04,1962,Molniya 8K78,-,2MV-4 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1962-F08,2437962.79,1962 Oct 25 0700,1962,Kosmos 63S1,-,1MS No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1962 B KAP,2437964.18,1962 Oct 26 1614:39,1962,Thor Agena D,-,CORONA R&D FTV 1401,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B LAM,2437965.47,1962 Oct 27 2315:01,1962,Thor Delta A,-,EPE C,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 B MU,2437968.84,1962 Oct 31 0808,1962,Thor Ablestar,-,ANNA 1B,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B NU,2437970.18,1962 Nov  1 1614:16,1962,Molniya 8K78,-,2MV-4 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1962 B XI,2437973.15,1962 Nov  4 1535:15,1962,Molniya 8K78,-,2MV-3 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1962 B OMI,2437974.42,1962 Nov  5 2204:32,1962,Thor Agena B,-,CORONA M-14,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B PI,2437980.35,1962 Nov 11 2017:02,1962,Atlas Agena B,-,AFP-201 PVP 855,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B RHO,2437993.42,1962 Nov 24 2200:54,1962,Thor Agena B,-,CORONA M-15,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B SIG,2438003.40,1962 Dec  4 2130:35,1962,Thor Agena D,-,CORONA M-16,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B TAU,2438011.67,1962 Dec 13 0407,1962,Thor Agena D,-,POPPY 1 SV1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B UPS,2438012.48,1962 Dec 13 2330:01,1962,Thor Delta B,-,Relay A,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1962 B PHI,2438013.39,1962 Dec 14 2126:07,1962,Thor Agena D,-,CORONA M-17,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B CHI,2438015.11,1962 Dec 16 1433:04,1962,Scout X-3,-,NASA S-55B,WI,LARCN,NASA / US Military,United States,US,O,state,state_us,OS
1962-F09,2438016.36,1962 Dec 17 2036:33,1962,Atlas Agena B,-,Midas ETS-III F1,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1962 B PSI,2438017.56,1962 Dec 19 0125:45,1962,Scout X-3,-,Transit VA-1,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1962 B OME,2438020.89,1962 Dec 22 0923,1962,Vostok 8A92,-,Zenit-2 No. 6,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-001,2438033.87,1963 Jan  4 0849,1963,Molniya 8K78,E6,E-6 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1963-002,2438037.38,1963 Jan  7 2109:49,1963,Thor Agena D,-,CORONA M-18,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-003,2438046.42,1963 Jan 16 2159,1963,Thor Agena B,-,Ferret 3,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-F01,2438063.90,1963 Feb  3 0929:14,1963,Molniya 8K78,E6,E-6 No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1963-004,2438074.73,1963 Feb 14 0535:08,1963,Thor Delta B,-,Syncom 1,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-005,2438080.20,1963 Feb 19 1652?,1963,Scout X-3M,-,P35-3,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-F02,2438089.41,1963 Feb 28 2148:30,1963,Thor SLV-2A Agena D,-,CORONA M-20,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-F03,2438107.38,1963 Mar 18 2113:01,1963,Thor SLV-2A Agena D,-,LANYARD 1,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-006,2438109.85,1963 Mar 21 0830:01,1963,Vostok 8A92,-,Zenit-2 No. 9,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-007,2438121.46,1963 Apr  1 2301:00,1963,Thor Agena D,-,CORONA M-19,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-008,2438121.84,1963 Apr  2 0816:37,1963,Molniya 8K78,E6,E-6 No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1963-009,2438122.58,1963 Apr  3 0200:02,1963,Thor Delta B,-,AE-A,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-F04,2438124.63,1963 Apr  5 0301:43,1963,Scout X-3,-,Transit VA-2,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-F05,2438125.63,1963 Apr  6 0301,1963,Kosmos 63S1,-,DS-P1 No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1963-010,2438132.96,1963 Apr 13 1100:00,1963,Kosmos 63S1,-,Omega-1 No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-011,2438141.85,1963 Apr 22 0830,1963,Vostok 8A92,-,Zenit-2 No. 8,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-F06,2438145.50,1963 Apr 26,1963,Scout X-2M,-,P35-4,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-F07,2438146.34,1963 Apr 26 2012:57,1963,Thor Agena D,-,ARGON 12,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-012,2438147.87,1963 Apr 28 0849:56,1963,Vostok 8A92,-,Zenit-2 No. 10,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-013,2438156.98,1963 May  7 1138:03,1963,Thor Delta B,-,Telstar 2,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-014,2438159.34,1963 May  9 2006:16,1963,Atlas Agena B,-,Midas ETS-III F2,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-015,2438165.04,1963 May 15 1304:13,1963,Atlas D,-,Mercury SC20,CC,AFSSD/STG,NASA / US Military,United States,US,O,state,state_us,OS
1963-016,2438168.43,1963 May 18 2221:36,1963,Thor SLV-2A Agena D,-,LANYARD 2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-017,2438171.62,1963 May 22 0300,1963,Kosmos 63S1,-,DS-A1 No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-018,2438173.94,1963 May 24 1034:06,1963,Vostok 8A92,-,Zenit-2 No. 11,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-F08,2438181.62,1963 Jun  1 0250,1963,Kosmos 63S1,-,DS-MT No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1963-F09,2438192.50,1963 Jun 12,1963,Atlas Agena B,-,Midas ETS-III F3,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-019,2438193.50,1963 Jun 12 2358:38,1963,Thor SLV-2A Agena D,-,CORONA M-21,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-020,2438195.00,1963 Jun 14 1158:58,1963,Vostok 8K72,K,Vostok-3A No. 7,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-021,2438196.10,1963 Jun 15 1429,1963,Thor Agena D,-,SURCAL,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF40
1963-022,2438196.58,1963 Jun 16 0149:52,1963,Scout X-3,-,Transit VA-3,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-023,2438196.90,1963 Jun 16 0929:52,1963,Vostok 8K72,K,Vostok-3A No. 8,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-024,2438199.91,1963 Jun 19 0950:01,1963,Thor Delta B,-,Tiros G,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-025,2438207.53,1963 Jun 27 0037:26,1963,Thor SLV-2A Agena D,-,CORONA M-22,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-026,2438209.39,1963 Jun 28 2119:22,1963,Scout X-4,-,AFCRL A,WI,LARCN,NASA / US Military,United States,US,O,state,state_us,OS
1963-027,2438210.44,1963 Jun 29 2230,1963,Thor SLV-2A Agena B,-,Ferret 4,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-E01,2438220.92,1963 Jul 10 1003:25,1963,Vostok 8A92,-,Zenit-2 No. 12,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OE
1963-028,2438223.37,1963 Jul 12 2045:59,1963,Atlas Agena D,-,GAMBIT SV 951,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-029,2438229.50,1963 Jul 19 0000:10,1963,Thor Agena D,-,CORONA M-23,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-030,2438229.66,1963 Jul 19 0351:18,1963,Atlas Agena B,-,Midas ETS-III F4,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-031,2438237.11,1963 Jul 26 1433:00,1963,Thor Delta B,-,Syncom 2,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-032,2438241.50,1963 Jul 31 0000:26,1963,Thor SLV-2A Agena D,-,LANYARD 3,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-033,2438247.75,1963 Aug  6 0607,1963,Kosmos 63S1,-,DS-P1 No. 3,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-F11,2438263.75,1963 Aug 22 0600,1963,Kosmos 63S1,-,DS-A1 No. 3,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1963-034,2438266.52,1963 Aug 25 0029:58,1963,Thor SLV-2A Agena D,-,CORONA J-1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-035,2438271.35,1963 Aug 29 2031:04,1963,Thor SLV-2 Agena D,-,ARGON 11,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-036,2438279.31,1963 Sep  6 1930:18,1963,Atlas Agena D,-,GAMBIT SV 952,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-037,2438296.46,1963 Sep 23 2300:00,1963,Thor SLV-2A Agena D,-,CORONA J-2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-F12,2438299.97,1963 Sep 27 1117:49,1963,Scout X-2B,-,P35-5,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-038,2438301.35,1963 Sep 28 2022,1963,Thor Ablestar,2,Transit VBN-1,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-039,2438319.61,1963 Oct 17 0237,1963,Atlas Agena D,-,Vela 1A,CC,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-040,2438320.90,1963 Oct 18 0929:58,1963,Vostok 8A92,-,Zenit-2 No. 13,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-F13,2438326.69,1963 Oct 24 0430,1963,Kosmos 63S1,-,DS-A1 No. 4,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1963-041,2438328.29,1963 Oct 25 1859:27,1963,Atlas Agena D,-,GAMBIT SV 953,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-042,2438332.39,1963 Oct 29 2119:04,1963,Thor SLV-2A Agena D,-,ARGON 6,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-043,2438334.87,1963 Nov  1 0856:38,1963,Polyot 11A59,-,I-2B No. 102,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-F14,2438343.35,1963 Nov  9 2027:54,1963,Thor SLV-2 Agena D,-,CORONA M-24,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1963-044,2438344.77,1963 Nov 11 0623:35,1963,Molniya 8K78,-,3MV-1 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1963-045,2438349.94,1963 Nov 16 1034:25,1963,Voskhod 11A57,-,Zenit-4 No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-046,2438360.60,1963 Nov 27 0230:01,1963,Thor Delta C,-,IMP A,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-047,2438361.29,1963 Nov 27 1903:23,1963,Atlas Centaur,-,AC-2,CC,LERC,NASA / US Military,United States,US,O,state,state_us,OS
1963-048,2438361.39,1963 Nov 27 2115:40,1963,Thor SLV-2 Agena D,-,CORONA M-25,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-F15,2438361.89,1963 Nov 28 0919:59,1963,Vostok 8A92,-,Zenit-2 No. 14,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1963-049,2438369.41,1963 Dec  5 2151,1963,Thor Ablestar,2,Transit VBN-2,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-050,2438377.09,1963 Dec 13 1415:24,1963,Kosmos 63S1,-,Omega-1 No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-051,2438382.41,1963 Dec 18 2145:30,1963,Atlas Agena D,-,GAMBIT SV 954,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-052,2438382.90,1963 Dec 19 0928:58,1963,Vostok 8A92,-,Zenit-2 No. 15,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1963-053,2438383.28,1963 Dec 19 1849:25,1963,Scout X-4,-,AD-A,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1963-054,2438384.90,1963 Dec 21 0930:00,1963,Thor Delta B,-,Tiros H,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1963-055,2438385.41,1963 Dec 21 2145:42,1963,Thor SLV-2A Agena D,-,CORONA M-26,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-001,2438406.34,1964 Jan 11 2007,1964,Thor SLV-2A Agena D,-,POPPY 3/HAYLOFT,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-002,2438413.96,1964 Jan 19 1059:54,1964,Thor SLV-2 Agena D,-,P35-6,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-003,2438416.39,1964 Jan 21 2114:59,1964,Thor Delta B,-,Relay B,CC,GSFC,NASA / US Military,United States,US,O,state,state_us,OS
1964-004,2438420.08,1964 Jan 25 1359:04,1964,Thor SLV-2 Agena B,-,Echo C,V,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-005,2438424.18,1964 Jan 29 1625:01,1964,Saturn I,Blk2,Jupiter Nosecone/Ballast,CC,MSFC,NASA / US Military,United States,US,O,state,state_us,OS
1964-006,2438424.91,1964 Jan 30 0945:09,1964,Vostok 8K72,K,2D No. 1,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-007,2438425.16,1964 Jan 30 1549:09,1964,Atlas Agena B,-,RA-6,CC,LERC/AFSSD,NASA / US Military,United States,US,O,state,state_us,DS
1964-008,2438441.40,1964 Feb 15 2138:23,1964,Thor SLV-2A Agena D,-,CORONA J-5,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-F01,2438444.74,1964 Feb 19 0547:40,1964,Molniya 8K78,M,3MV-1 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1964-009,2438451.29,1964 Feb 25 1859:47,1964,Atlas Agena D,-,GAMBIT SV 955,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-010,2438453.06,1964 Feb 27 1330,1964,Kosmos 63S1,-,DS-P1 No. 4,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-011,2438453.64,1964 Feb 28 0320,1964,Thor SLV-2A Agena D,-,Ferret 5,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-012,2438466.34,1964 Mar 11 2014:24,1964,Atlas Agena D,-,GAMBIT SV 956,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-013,2438473.13,1964 Mar 18 1507?,1964,Kosmos 63S1,-,DS-MG No. 1,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-F02,2438473.97,1964 Mar 19 1113:41,1964,Thor Delta B,-,BE-A,CC,GSFC,NASA / US Military,United States,US,F,state,state_us,OF
1964-F03,2438475.84,1964 Mar 21 0815:35,1964,Molniya 8K78,E6,E-6 No. 6,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1964-F04,2438479.43,1964 Mar 24 2222:48,1964,Thor SLV-2A Agena D,-,CORONA J-6,PA,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1964-014,2438481.64,1964 Mar 27 0324:42,1964,Molniya 8K78,M,3MV-1 No. 3,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF40
1964-015,2438482.23,1964 Mar 27 1725:23,1964,Scout X-3,-,UK-C,WI,LARCN,NASA / US Military,United States,US,O,state,state_us,OS
1964-016,2438487.61,1964 Apr  2 0242:40,1964,Molniya 8K78,M,3MV-1 No. 4,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,DS
1964-017,2438489.91,1964 Apr  4 0945:00,1964,Vostok 8A92,-,Zenit-2 No. 16,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-018,2438494.17,1964 Apr  8 1600:01,1964,Titan II GLV,-,Gemini SC1,CC,AFSSD/MSC,NASA / US Military,United States,US,O,state,state_us,OS
1964-019,2438497.90,1964 Apr 12 0930,1964,Polyot 11A59,-,I-1B No. 112,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-F05,2438505.84,1964 Apr 20 0808:28,1964,Molniya 8K78,E6,E-6 No. 5,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1964-U03,2438507.28,1964 Apr 21 1850,1964,Thor Ablestar,2,Transit VBN-3,V,AFSSD,NASA / US Military,United States,US,F,state,state_us,OF
1964-020,2438509.28,1964 Apr 23 1843,1964,Atlas Agena D,-,GAMBIT SV 957,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-021,2438510.93,1964 Apr 25 1021,1964,Vostok 8A92,-,Zenit-2 No. 19,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-022,2438513.47,1964 Apr 27 2323:43,1964,Thor SLV-2A Agena D,-,CORONA J-8,V,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-023,2438533.90,1964 May 18 0942,1964,Voskhod 11A57,-,Zenit-4 No. 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-024,2438535.31,1964 May 19 1921:14,1964,Atlas Agena D,-,GAMBIT SV 958,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-025,2438544.21,1964 May 28 1707:00,1964,Saturn I,Blk2,Apollo BP-13 CM,CC,MSFC,NASA / US Military,United States,US,O,state,state_us,OS
1964-026,2438550.66,1964 Jun  4 0350:55,1964,Scout X-4,-,Transit VC,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-F07,2438550.67,1964 Jun  4 0400,1964,Molniya 8K78,-,Molniya-1 11F67 No 2,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,F,state,state_ussr,OF
1964-027,2438551.46,1964 Jun  4 2259,1964,Thor SLV-2A Agena D,-,CORONA J-9,PA,AFSSD,NASA / US Military,United States,US,O,state,state_us,OS
1964-028,2438552.75,1964 Jun  6 0600?,1964,Kosmos 63S1,-,DS-MT No. 2,GTsP-4,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
1964-029,2438556.96,1964 Jun 10 1100,1964,Vostok 8A92,-,Zenit-2 No. 18,NIIP-5,RVSN,Soviet Union (USSR),USSR,SU,O,state,state_ussr,OS
